account_id,is_mule,total_inflow_amount,total_outflow_amount,log_total_inflow,log_total_outflow,num_unique_senders,num_unique_receivers,num_incoming_txn,num_outgoing_txn,txn_velocity_per_day,num_txn_below_threshold,proportion_txn_below_threshold,avg_txn_amount,std_txn_amount,zscore_outflow,net_flow,ratio_in_out
19,0,74170.29,89581.59,11.214132427056098,11.402916272047056,22,25,22,25,0.3424657534246575,22,1.0,3583.2635999999998,911.8204586470591,1.0149098926586981,-15411.300000000003,0.8279635358113201
20,0,87373.93,95044.05,11.377963678391298,11.462106268706716,25,28,25,28,0.3218390804597701,25,1.0,3394.4303571428572,1447.3638278262545,1.2936565514245921,-7670.12000000001,0.919299314370547
21,0,99557.78,52336.16,11.508503502489212,10.865461914008232,29,18,29,18,0.23376623376623376,29,1.0,2907.5644444444447,1441.6846010431575,-0.8857061606943651,47221.619999999995,1.902275214689041
22,0,84543.13,37359.69,11.345028925541678,10.52837436112298,28,11,28,11,0.13580246913580246,28,1.0,3396.335454545455,1501.664561380894,-1.6499480906320934,47183.44,2.262950522341058
23,0,66266.32,27746.07,11.10145214364283,10.230885528014445,19,7,19,7,0.1076923076923077,19,1.0,3963.7242857142855,2600.7802381455786,-2.1405264113236813,38520.25000000001,2.388313732359214
24,0,63801.08,68735.28,11.06354107068233,11.138032431976981,20,20,20,20,0.2247191011235955,20,1.0,3436.764,2047.1778257329363,-0.04886709794590753,-4934.199999999997,0.928214448242591
25,0,127679.9,84811.03,11.757289461530974,11.348192674925908,32,19,32,19,0.21839080459770116,31,0.96875,4463.738421052632,2830.070688100806,0.7714705520608319,42868.869999999995,1.5054633813549958
26,0,80187.22,90173.36,11.292131900273255,11.409500408435768,26,26,26,26,0.3132530120481928,26,1.0,3468.206153846154,1152.3162435167767,1.045107625961623,-9986.14,0.8892562060457767
27,0,66050.11,61042.84,11.098184115259677,11.019347573547112,15,19,15,19,0.23170731707317074,15,1.0,3212.781052631579,1384.095424756604,-0.44140854406306196,5007.270000000004,1.0820287850303165
28,0,52594.11,37811.0,10.870378428624747,10.540381791545276,15,11,15,11,0.12359550561797752,14,0.9333333333333333,3437.3636363636365,1074.047151956307,-1.6269179623441727,14783.11,1.3909737906958293
29,0,70849.47,59483.47,11.168326878830063,10.993470549061739,21,17,21,17,0.2073170731707317,21,1.0,3499.0276470588237,1938.688765649767,-0.5209824315203193,11366.0,1.1910782945245124
30,0,86193.90000000001,93989.59,11.364366290168304,11.450949949858185,24,26,25,26,0.29213483146067415,25,1.0,3614.9842307692306,2252.3430415603625,1.2398479740066732,-7795.689999999988,0.917057942267862
31,0,55270.67,72110.88,10.920015759677511,11.185974080850944,17,24,17,24,0.2891566265060241,17,1.0,3004.6200000000003,1153.2862302813303,0.1233881169810946,-16840.210000000006,0.766467833980115
32,0,65552.4,81786.55,11.090620356649147,11.311880310518172,19,21,19,21,0.2692307692307692,19,1.0,3894.597619047619,2050.23919455732,0.6171328187860311,-16234.150000000009,0.8015058710753784
33,0,66117.69,67417.43,11.099206739276502,11.118673701658409,21,21,21,21,0.2413793103448276,21,1.0,3210.353809523809,1456.058401958782,-0.11611633807849148,-1299.7399999999907,0.9807210093888185
34,0,53517.9,86797.58,10.887790141526619,11.371345541067619,18,24,18,24,0.3,18,1.0,3616.5658333333336,1728.844967482793,0.8728432257227694,-33279.68,0.6165828586465198
35,0,69508.64,42909.3,11.149220726970201,10.666867169338433,25,15,25,15,0.19230769230769232,25,1.0,2860.6200000000003,1530.3966650745906,-1.3667542100446308,26599.339999999997,1.619896852197542
36,1,149658.8,104775.81,11.916119997271036,11.559587747757398,35,31,35,31,0.36470588235294116,35,1.0,3379.8648387096773,1331.406261994865,1.7902634984615629,44882.98999999999,1.428371682356834
37,0,65046.31,69534.18,11.082870130280066,11.149588090533795,16,22,16,22,0.3283582089552239,16,1.0,3160.644545454545,1460.503171495969,-0.00809962217710176,-4487.869999999995,0.9354580725622996
38,0,77287.58,43415.270000000004,11.255301487568317,10.678589534629376,25,13,25,13,0.16883116883116883,25,1.0,3339.6361538461542,1793.3100253745797,-1.3409348087243869,33872.31,1.7801934664923194
39,0,63287.659999999996,93135.87,11.05546144516411,11.44182541064638,19,27,19,27,0.3,19,1.0,3449.4766666666665,1457.133264841515,1.1962830604838979,-29848.21,0.6795197167321247
40,0,45685.03,114955.28,10.729547840871906,11.65230716114792,14,29,14,29,0.32954545454545453,14,1.0,3963.975172413793,1786.6747105179595,2.3097168675494193,-69270.25,0.3974156732948674
41,0,35100.31,57947.74,10.465993730694834,10.967314105649724,13,18,13,18,0.24,13,1.0,3219.318888888889,1811.720679152634,-0.599349981354377,-22847.43,0.6057235364140172
42,0,77228.97,69914.06999999999,11.25454287311315,11.155036498690212,23,17,23,17,0.2073170731707317,23,1.0,4112.592352941176,1614.2286400729042,0.01128597848607475,7314.900000000009,1.1046270085549306
43,0,65381.79,54844.65,11.088014352968198,10.912278155356935,18,17,18,17,0.19318181818181818,18,1.0,3226.1558823529413,2112.191269413884,-0.7576991444328903,10537.14,1.1921270351802773
44,0,90893.49,65162.65,11.417454662266737,11.084657077107858,25,18,25,18,0.2608695652173913,25,1.0,3620.1472222222224,2030.5763255547906,-0.23117665728488554,25730.840000000004,1.3948709882118053
45,0,45184.01,64681.86,10.718520673648413,11.077251530400545,15,18,15,18,0.28125,15,1.0,3593.4366666666665,1815.184024869428,-0.2557111355360863,-19497.85,0.698557679077256
46,0,67240.15,43232.96,11.11604069029123,10.674381576519808,19,15,19,15,0.18072289156626506,19,1.0,2882.197333333333,1214.748006698548,-1.3502379987449291,24007.189999999995,1.5552983186901845
47,0,84820.5,47492.14,11.348304327380584,10.768340558540377,24,13,24,13,0.21666666666666667,24,1.0,3653.2415384615383,971.6897885286071,-1.1328941291179628,37328.36,1.7859902712322502
48,0,41119.53,81922.88,10.624262789151041,11.31354580243298,15,25,15,25,0.2777777777777778,15,1.0,3276.9152000000004,1707.7133998862337,0.6240896719235469,-40803.350000000006,0.5019297417278299
49,0,82397.20999999999,82027.65000000001,11.319318992360637,11.314823855467735,26,21,26,21,0.23595505617977527,26,1.0,3906.0785714285716,2178.1356892978124,0.6294360337163846,369.5599999999831,1.004505310099704
50,0,57409.78,76085.6,10.957987369552578,11.239627444245283,16,21,16,21,0.2727272727272727,16,1.0,3623.12380952381,1613.2164065477273,0.32621613211163525,-18675.820000000007,0.7545419895486136
51,0,45667.19,65244.16,10.729157273250031,11.085907146188536,17,20,17,20,0.2564102564102564,17,1.0,3262.208,1954.132620871389,-0.22701724190133882,-19576.97,0.6999429527485679
52,0,91061.06999999999,40665.47,11.41929664089484,10.613159198970017,28,13,28,13,0.15476190476190477,28,1.0,3128.113076923077,1422.8862892045904,-1.4812557561133755,50395.59999999999,2.2392725326917406
53,0,42120.33,47628.03,10.64830954219763,10.771197728271552,15,16,15,16,0.20253164556962025,15,1.0,2976.751875,1137.3497382436576,-1.1259597289649736,-5507.699999999997,0.8843601131518563
54,0,111822.06,89241.75,11.624673079614903,11.39911546384935,27,20,27,20,0.23529411764705882,25,0.9259259259259259,4462.0875,2410.8582312242756,0.9975680238825424,22580.309999999998,1.2530240610476597
55,0,77594.64,62536.35,11.259266519025832,11.04351925723272,25,20,25,20,0.2631578947368421,25,1.0,3126.8175,1272.2704201787615,-0.365195460153349,15058.29,1.2407925950267324
56,0,35599.6,59796.68,10.480117770630681,10.998722143199517,15,18,15,18,0.2,15,1.0,3322.0377777777776,1621.1680539353881,-0.5049994786031236,-24197.08,0.5953440893374013
57,0,40951.270000000004,78900.85,10.620162521200271,11.275959953960854,14,20,14,20,0.23809523809523808,14,1.0,3945.0425000000005,2169.8195125980674,0.46987696094895065,-37949.58,0.5190219116777576
58,0,61355.32,83403.24,11.024453460318249,11.3314544263831,16,24,16,24,0.3116883116883117,16,1.0,3475.135,1954.9296442783464,0.6996317177729771,-22047.920000000006,0.7356467206789568
59,0,84991.13,62156.46,11.350313942950605,11.03742612191578,23,21,23,21,0.25,23,1.0,2959.8314285714287,1300.259224609792,-0.38458106081652554,22834.670000000006,1.3673740428589403
60,0,56483.65,73273.63,10.941724198806522,11.201969716095174,18,20,18,20,0.24390243902439024,18,1.0,3663.6815,2410.0869038410324,0.18272268006806325,-16789.980000000003,0.7708591753950227
61,0,39700.31,73229.44,10.589139463611986,11.20136646050354,12,18,12,18,0.21428571428571427,12,1.0,4068.3022222222226,2450.7134816321545,0.18046768600845176,-33529.130000000005,0.5421359223831289
62,0,81941.25,78677.43,11.313770009840294,11.273124318058864,21,22,21,22,0.2682926829268293,21,1.0,3576.246818181818,1727.2307576536011,0.4584759477604825,3263.820000000007,1.0414835614228886
63,0,71204.81,63373.62,11.173329695194472,11.056818744820282,21,20,21,20,0.25316455696202533,20,0.9523809523809523,3168.681,1462.5233342192491,-0.3224699820748055,7831.189999999995,1.1235717637717397
64,0,78892.14,83553.86,11.275849557553352,11.333258701093024,24,22,24,22,0.24719101123595505,24,1.0,3797.902727272727,2026.9856646947262,0.7073177826125032,-4661.720000000001,0.9442070061155762
65,0,64424.43,38901.3,11.073263709925921,10.568808653822677,24,12,24,12,0.1643835616438356,24,1.0,3241.775,2230.415917473282,-1.5712804872775443,25523.129999999997,1.656099667620362
66,0,66692.31,89785.85,11.107859927023274,11.405193807041803,24,26,24,26,0.29545454545454547,24,1.0,3453.3019230769232,1744.2104659587828,1.0253331804300547,-23093.540000000008,0.7427931015856061
67,0,58230.86,35640.28,10.972187906618807,10.48125979564241,18,13,19,13,0.21311475409836064,19,1.0,2741.56,1542.9996662561748,-1.7376887409157873,22590.58,1.6338496779486582
68,0,43271.72,82928.48,10.675277692347946,11.325745887077105,15,21,15,21,0.23595505617977527,15,1.0,3948.9752380952377,2231.5120804100948,0.6754049474688104,-39656.759999999995,0.5217956484913265
69,0,92929.06,84217.16,11.439602446198437,11.341165853935106,25,22,25,22,0.3384615384615385,25,1.0,3828.052727272727,1907.797407508714,0.7411656567863036,8711.899999999994,1.1034456635678525
70,0,64385.58,83140.1,11.072660505284087,11.328294443414316,22,25,22,25,0.30120481927710846,22,1.0,3325.6040000000003,1923.8981121562372,0.6862038124358841,-18754.520000000004,0.7744226913366714
71,0,110773.8,83618.79000000001,11.61525459060454,11.334035493546484,31,24,31,24,0.3076923076923077,30,0.967741935483871,3484.1162500000005,1877.3802640678346,0.7106311287154808,27155.009999999995,1.324747703237514
72,0,84694.14,69187.6,11.346813500009256,11.144591388150262,25,19,25,19,0.2878787878787879,25,1.0,3641.4526315789476,2340.699891155165,-0.025785429852595923,15506.539999999994,1.2241231087651543
73,0,61669.88,56613.54,11.029567137382676,10.944021121659935,23,16,23,16,0.24242424242424243,22,0.9565217391304348,3538.34625,1127.5451290118428,-0.6674335539801636,5056.3399999999965,1.0893132632228968
74,0,79241.78,57849.45,11.28027158348835,10.965616511329683,27,15,27,15,0.23076923076923078,27,1.0,3856.6299999999997,2160.6419668270546,-0.6043656719205505,21392.33,1.3697931441007651
75,0,28269.1,67905.31999999999,10.249559988000092,11.125884387271258,10,20,10,20,0.2564102564102564,10,1.0,3395.2659999999996,1857.4820485649527,-0.09121955030424843,-39636.219999999994,0.4163016977167621
76,0,89411.21,67492.75,11.401012529016999,11.11979027998107,27,21,27,21,0.2441860465116279,27,1.0,3213.940476190476,2048.325013730673,-0.1122727953636251,21918.460000000006,1.3247528067829508
77,0,65809.36,82164.45,11.094532551728472,11.316490176384912,20,26,20,26,0.29545454545454547,20,1.0,3160.1711538461536,1272.0657169260614,0.6364168707237349,-16355.089999999997,0.800946881528447
78,0,44199.34,46404.35,10.696487760343896,10.745170033291751,15,12,15,12,0.15,15,1.0,3867.0291666666667,1269.854909668161,-1.188403520113769,-2205.010000000002,0.9524826875066669
79,0,51981.93,58579.66,10.858670674440656,10.978159886962162,19,17,19,17,0.20481927710843373,19,1.0,3445.8623529411766,1602.6989091822945,-0.567103413213403,-6597.730000000003,0.887371657670939
80,0,72646.25,85953.13,11.193370815563483,11.361569060849128,24,26,24,27,0.3068181818181818,24,1.0,3183.4492592592596,1534.5163151422967,0.8297513557603609,-13306.880000000005,0.8451844627414964
81,0,95823.26999999999,43957.34,11.470271272165995,10.690997646203115,22,12,22,12,0.18461538461538463,21,0.9545454545454546,3663.111666666666,1746.6808415799446,-1.313273242082759,51865.92999999999,2.1799151177027545
82,0,73707.41,68228.27,11.207872182929105,11.13062893064627,21,19,21,19,0.2235294117647059,21,1.0,3590.9615789473687,1527.557697656488,-0.07473956995685027,5479.139999999999,1.0803060080520874
83,0,107655.67,48933.43,11.5867024609288,10.798236517687451,29,14,29,14,0.17073170731707318,29,1.0,3495.245,1640.9736869204771,-1.0593458062354713,58722.24,2.200043405908803
84,0,95700.41,53570.79,11.468988310874828,10.888777902541143,27,16,27,16,0.18604651162790697,26,0.9629629629629629,3348.174375,2190.85883180689,-0.8227035964079201,42129.62,1.7864289475663884
85,0,74049.58,59684.950000000004,11.212503652210849,10.99685192829951,18,19,18,19,0.23170731707317074,18,1.0,3141.3131578947373,1890.1497330636498,-0.5107010057875628,14364.629999999997,1.2406742403235655
86,0,53194.74,62593.49,10.881733596935577,11.044432534044946,18,21,18,21,0.25609756097560976,18,1.0,2980.642380952381,1505.8785020475746,-0.36227963393551255,-9398.75,0.8498446084409097
87,0,73538.69,85137.36,11.205580539453395,11.352032976805265,20,27,20,27,0.3,19,0.95,3153.2355555555555,1615.3897970514574,0.7881230121530018,-11598.669999999998,0.8637652142373219
88,0,60110.87,82352.99,11.003962605181654,11.318782186162458,18,27,18,27,0.3,18,1.0,3050.1107407407408,1689.888692820479,0.6460379745933694,-22242.120000000003,0.7299172744061873
89,0,81830.75,60680.7,11.312420589092584,11.013397448890732,22,18,22,18,0.23376623376623376,22,1.0,3371.1499999999996,1808.3744549765581,-0.4598883709186326,21150.050000000003,1.3485465724686763
90,0,58377.71,76400.73,10.974706547555545,11.243760618877298,19,23,19,23,0.32857142857142857,19,1.0,3321.7708695652173,1843.897455073487,0.34229706168858287,-18023.019999999997,0.7640988508879432
91,0,104799.85,79452.28,11.55981716152321,11.282924454939014,28,25,28,25,0.3125,28,1.0,3178.0912,1603.997804324453,0.49801616380687086,25347.570000000007,1.3190288560630357
92,0,63383.99,67031.91,11.056982361606781,11.112938971806656,15,24,15,24,0.27586206896551724,14,0.9333333333333333,2792.99625,1240.1033628687446,-0.13578923488458697,-3647.9200000000055,0.9455793516848915
93,0,54665.21,68605.04000000001,10.909001064444798,11.136135856485328,16,18,16,18,0.28125,16,1.0,3811.3911111111115,1957.4787755889067,-0.055513181365771,-13939.830000000009,0.7968104092643922
94,0,71906.64,43169.06,11.183137796756712,10.672902478402623,22,13,22,13,0.1625,22,1.0,3320.6969230769228,980.1055694701517,-1.3534987844523103,28737.58,1.6656985350155877
95,0,52521.48,35161.46,10.868996547408525,10.467734315221923,17,8,17,8,0.14285714285714285,17,1.0,4395.1825,2708.249315225876,-1.7621226910317211,17360.020000000004,1.4937229568965567
96,0,65006.68,65243.33,11.082260695744312,11.085894424857491,21,18,21,18,0.20689655172413793,21,1.0,3624.6294444444447,1424.1205544123268,-0.22705959639487766,-236.65000000000146,0.9963728092971342
97,0,38399.36,59253.43,10.555822113531873,10.989595824134884,13,19,13,19,0.21839080459770116,13,1.0,3118.6015789473686,1581.8250515122754,-0.5327212600668911,-20854.07,0.6480529481584442
98,0,48247.91,68276.85,10.784128515838384,11.131340688421993,15,21,15,21,0.25301204819277107,15,1.0,3251.278571428572,1263.052256267672,-0.072260556347076,-20028.940000000002,0.706651083053773
99,0,91179.25,42028.05,11.420593595593022,10.646116324841024,26,14,26,14,0.18421052631578946,26,1.0,3002.003571428572,2014.41882011282,-1.411723965985625,49151.2,2.1694856173436547
100,0,103996.03,70415.93000000001,11.552117620023424,11.162188996189288,25,20,25,20,0.23255813953488372,24,0.96,3520.7965000000004,1983.1062368210848,0.03689564851903711,33580.09999999999,1.4768821486842536
101,0,61634.03,55200.71,11.028985656721934,10.91874921004624,17,20,17,20,0.24691358024691357,17,1.0,2760.0355,1134.0100926427094,-0.7395295769998687,6433.32,1.1165441531458562
102,0,51365.950000000004,64992.15,10.846750248523652,11.08203715870904,19,20,19,20,0.26666666666666666,19,1.0,3249.6075,1424.3122134814291,-0.23987718878893038,-13626.199999999997,0.7903408334698884
103,0,64749.57,52214.93,11.078297782611841,10.863142899728894,19,16,19,16,0.2,19,1.0,3263.433125,1461.791732952948,-0.8918924682265374,12534.64,1.24005854264288
104,0,75973.96,60811.45,11.238159091295879,11.01554981672864,23,18,23,18,0.22784810126582278,23,1.0,3378.413888888889,1667.0117380197871,-0.453216262448522,15162.51000000001,1.249336432530387
105,0,87626.21,100265.8,11.38084684513154,11.515589912176061,26,27,26,27,0.34177215189873417,26,1.0,3713.5481481481484,1684.6810855243084,1.5601198967691448,-12639.589999999997,0.873939169686972
106,0,46190.37,76577.35,10.740548263084388,11.246069678703579,14,24,14,24,0.3116883116883117,14,1.0,3190.722916666667,1320.8330261470178,0.35130989379558863,-30386.980000000003,0.6031857984116713
107,0,57302.729999999996,89014.45,10.956120996570217,11.39656522915394,17,25,17,25,0.32051282051282054,17,1.0,3560.578,1713.8577367156236,0.9859690161941587,-31711.72,0.6437463805033902
108,0,58687.71,60507.56,10.98000265341646,11.010540121613811,18,16,18,16,0.17777777777777778,18,1.0,3781.7225,1515.9901360563003,-0.46872362032983683,-1819.8499999999985,0.9699235930187897
109,0,68144.54,88223.93000000001,11.129400991109327,11.387644855117257,19,25,19,25,0.28735632183908044,19,1.0,3528.9572000000003,1585.7378105672665,0.9456291677215637,-20079.390000000014,0.7724042671869185
110,0,93045.11,49588.17,11.4408504557156,10.811527742097699,26,16,26,16,0.2222222222222222,26,1.0,3099.260625,1594.229031214226,-1.0259347446697333,43456.94,1.87635700208336
111,0,64796.2,48130.25,11.079017671530249,10.78168693328756,23,17,23,17,0.21518987341772153,23,1.0,2831.1911764705883,1794.7307345737213,-1.1003316883083085,16665.949999999997,1.3462676798894666
112,0,60917.93,97405.4,11.017299242836463,11.486647195890814,19,27,19,27,0.3068181818181818,18,0.9473684210526315,3607.607407407407,1602.2350807269981,1.4141550855423415,-36487.469999999994,0.6254060863155432
113,0,61715.17,54922.35,11.030301250112236,10.91369385583662,19,19,19,19,0.2375,18,0.9473684210526315,2890.65,1538.0626721337173,-0.7537341514835398,6792.82,1.1236804324651075
114,0,87972.79,79841.08,11.38479420818784,11.287805962750204,27,22,27,22,0.28205128205128205,27,1.0,3629.14,1970.6429943065598,0.5178564374067105,8131.709999999992,1.1018486974374595
115,0,59514.39,60329.05,10.993990213550349,11.007585600209534,20,20,20,20,0.23529411764705882,20,1.0,3016.4525000000003,1526.3275248637096,-0.4778328982112855,-814.6600000000035,0.9864963893845502
116,0,80623.97,104887.01,11.29756368200498,11.560648488519025,26,26,26,26,0.3333333333333333,26,1.0,4034.115769230769,2077.5891326634783,1.7959379800055497,-24263.039999999994,0.7686745003027544
117,0,82893.53,73712.82,11.325324355834221,11.207945577558972,23,22,23,22,0.2857142857142857,23,1.0,3350.5827272727274,1784.2805583261784,0.20513433069129774,9180.709999999992,1.1245469919615068
118,0,64846.04,76240.63,11.079786544909512,11.241662917952633,19,25,19,25,0.29069767441860467,19,1.0,3049.6252000000004,1412.2497639261028,0.33412723709153,-11394.590000000004,0.8505443882087542
119,0,82540.03,67555.3,11.321050782026871,11.12071660328821,29,20,29,20,0.25,29,1.0,3377.7650000000003,1820.0106934778391,-0.10908089949513224,14984.729999999996,1.2218142766000595
120,0,62783.060000000005,62042.59,11.04745649858207,11.035592481509282,18,16,18,16,0.17777777777777778,18,1.0,3877.661875,1923.2319783677294,-0.3903917911529807,740.4700000000084,1.0119348660331557
121,0,85056.78,58013.54,11.351086069242957,10.968448947766328,23,18,23,18,0.22784810126582278,23,1.0,3222.9744444444445,1651.1375377536194,-0.5959922395774493,27043.239999999998,1.4661539357880935
122,0,55536.81,55298.05,10.924819329042675,10.920511008339357,19,18,19,18,0.225,19,1.0,3072.113888888889,1247.6496052796936,-0.7345623644684683,238.75999999999476,1.0043176929385393
123,0,84883.49,48013.26,11.34904667009804,10.779253329102845,27,14,27,14,0.175,27,1.0,3429.5185714285717,1246.035131260858,-1.106301630716861,36870.23,1.7679176544146347
124,0,47392.54,76579.52,10.76624121147543,11.246098015292901,14,23,14,23,0.25842696629213485,14,1.0,3329.5443478260872,1916.6064122340297,0.3514206278329128,-29186.980000000003,0.6188670286781636
125,0,39515.41,70636.54,10.584471307654622,11.165317010209394,12,19,12,19,0.2159090909090909,12,1.0,3717.712631578947,1923.062749495774,0.04815326878359555,-31121.12999999999,0.5594188220430957
126,0,61788.78,49516.72,11.031493257602012,10.810085864295282,18,19,18,19,0.23170731707317074,18,1.0,2606.1431578947368,937.4306892307804,-1.029580803179786,12272.059999999998,1.247836690313898
127,0,78545.08,82048.92,11.27144073791908,11.315083121502527,24,22,24,22,0.2716049382716049,24,1.0,3729.4963636363636,1856.7148409246793,0.6305214314002023,-3503.8399999999965,0.9572957206505582
128,0,69492.17,80041.99,11.148983753342444,11.29031914432178,21,24,21,24,0.32432432432432434,20,0.9523809523809523,3335.0829166666667,1578.8122125371149,0.5281087763186031,-10549.820000000007,0.8681964303985945
129,0,56563.8,62581.03,10.94314216259899,11.044233455175505,21,19,21,19,0.24050632911392406,21,1.0,3293.7384210526316,1652.1894887265441,-0.3629154616336967,-6017.229999999996,0.9038489778771619
130,0,88829.94,66002.16,11.39449029171834,11.097457898650289,23,19,24,19,0.2159090909090909,23,0.9583333333333334,3473.7978947368424,1720.7939537143213,-0.18833687310329775,22827.78,1.34586413535557
131,0,66588.45,42848.91,11.106301435572135,10.665458823673662,21,15,21,15,0.20270270270270271,21,1.0,2856.594,1426.0380476130363,-1.369835882170902,23739.539999999994,1.5540290289764662
132,0,37472.93,52805.77,10.531400770194926,10.87439468117188,12,15,12,15,0.17647058823529413,12,1.0,3520.3846666666664,1579.0655997450187,-0.8617421923681807,-15332.839999999997,0.7096370339832182
133,0,55178.08,42179.21,10.918339174924784,10.649706432683246,17,13,17,13,0.1625,16,0.9411764705882353,3244.5546153846153,1295.9102817814678,-1.4040103452105437,12998.870000000003,1.3081819218520214
134,0,65506.04,65831.37,11.089912896763714,11.094866941636749,25,20,25,20,0.2777777777777778,25,1.0,3291.5685,1551.9372248640357,-0.19705220316532646,-325.32999999999447,0.99505813110072
135,0,99000.56,128235.91,11.502890886568336,11.761634691547096,28,30,28,30,0.3409090909090909,27,0.9642857142857143,4274.530333333333,2596.52364422322,2.987420912760934,-29235.350000000006,0.7720190077802699
136,0,49230.53,56171.86,10.80428955087992,10.936189001089792,16,18,16,18,0.21176470588235294,16,1.0,3120.658888888889,1567.627077021336,-0.6899722680840142,-6941.330000000002,0.8764269155409844
137,0,54106.76,61777.71,10.898732892625949,11.031314085710706,13,20,13,20,0.23255813953488372,13,1.0,3088.8855,1101.1171619026645,-0.4039084878379742,-7670.949999999997,0.8758298098132806
138,0,112521.18000000001,56885.33,11.630905636749565,10.948810345205024,33,16,33,16,0.19753086419753085,32,0.9696969696969697,3555.333125,2082.1736531638235,-0.6535642433790824,55635.850000000006,1.9780351102823874
139,0,54536.08,77980.3,10.906636116279131,11.264224333338896,22,21,22,21,0.2413793103448276,22,1.0,3713.347619047619,1698.1651853306403,0.42290174525365143,-23444.22,0.6993571453302949
140,0,80517.96,54781.11,11.296247963624612,10.911118959782474,29,16,29,16,0.18823529411764706,29,1.0,3423.819375,1368.0824228555275,-0.7609415595165678,25736.850000000006,1.4698124955847007
141,0,65165.82,60689.8,11.084705722677857,11.013547400486308,23,20,23,20,0.26666666666666666,22,0.9565217391304348,3034.4900000000002,787.2730823812695,-0.4594240023750147,4476.019999999997,1.073752426272619
