txn_id,timestamp_day,src_account_id,dst_account_id,amount,typology
95,88,1002,2279,3318.66,fan_in
96,47,1643,2279,2413.16,fan_in
97,56,4126,2279,3717.94,fan_in
98,67,2845,2279,4992.91,fan_in
99,69,59,2279,2969.85,fan_in
100,54,4166,2279,3383.43,fan_in
101,5,3876,2279,1476.1,fan_in
102,24,1544,2279,2315.12,fan_in
103,22,1804,2279,3924.12,fan_in
104,71,1984,2279,1663.01,fan_in
105,16,3453,2279,1179.86,fan_in
106,18,2476,2279,3774.02,fan_in
107,78,2225,2279,1159.79,fan_in
108,39,103,2279,3234.7,fan_in
109,2,3127,2279,2130.14,fan_in
110,68,325,2279,2738.42,fan_in
111,53,2715,2279,4693.25,fan_in
112,67,4240,2279,3716.58,fan_in
113,25,4509,2279,1216.22,fan_in
114,79,1981,2279,4923.03,fan_in
115,86,1100,2279,3956.3,fan_in
116,5,1997,2279,1879.97,fan_in
117,41,1793,2279,4250.07,fan_in
118,46,2952,2279,1887.82,fan_in
119,66,3884,2279,2804.86,fan_in
120,49,251,2279,4305.64,fan_in
121,41,1729,2279,3735.38,fan_in
122,31,4355,2279,3599.31,fan_in
123,57,3131,2279,2081.88,fan_in
124,47,1250,2279,1182.65,fan_in
125,33,2951,2279,4147.76,fan_in
126,34,262,2279,2752.95,fan_in
127,38,2536,2279,1981.43,fan_in
128,68,2674,2279,3351.29,fan_in
129,79,4461,691,1256.84,fan_in
130,20,927,691,4070.03,fan_in
131,64,1382,691,2520.94,fan_in
132,33,1651,691,2725.27,fan_in
133,28,4486,691,2283.35,fan_in
134,73,4030,691,4032.14,fan_in
135,24,3798,691,3643.47,fan_in
136,84,246,691,2726.72,fan_in
137,17,946,691,2831.59,fan_in
138,67,4927,691,2657.71,fan_in
139,61,3542,691,2270.89,fan_in
140,47,714,691,1417.0,fan_in
141,37,4564,691,1495.43,fan_in
142,37,3443,691,2641.77,fan_in
143,58,1417,691,4722.84,fan_in
144,50,2104,691,1144.89,fan_in
145,67,2015,691,2830.94,fan_in
146,55,3032,691,1081.04,fan_in
147,22,1439,4194,1473.94,fan_in
148,79,4071,4194,2098.28,fan_in
149,19,1448,4194,2605.23,fan_in
150,29,1233,4194,1003.96,fan_in
151,47,870,4194,1647.48,fan_in
152,17,2103,4194,3198.69,fan_in
153,8,1652,4194,2316.3,fan_in
154,42,2297,4194,1887.29,fan_in
155,49,421,4194,1096.92,fan_in
156,44,1992,4194,1433.23,fan_in
157,84,4028,4194,1507.43,fan_in
158,17,3692,4194,4925.11,fan_in
159,13,4142,4194,3470.64,fan_in
160,58,1399,4194,4946.79,fan_in
161,54,550,4194,1353.76,fan_in
162,35,127,4194,1816.05,fan_in
163,87,2108,4194,3492.29,fan_in
164,50,3837,4194,2535.81,fan_in
165,37,1015,4194,4724.97,fan_in
166,27,2707,4194,4988.28,fan_in
167,13,320,4194,2516.5,fan_in
168,60,1936,4194,4871.63,fan_in
169,58,468,4194,1230.4,fan_in
170,36,3779,4194,3271.25,fan_in
171,83,3286,4194,3817.59,fan_in
172,78,991,4194,3133.55,fan_in
173,13,3304,4194,3694.05,fan_in
174,41,2450,4441,1619.94,fan_in
175,74,3592,4441,4417.57,fan_in
176,21,4348,4441,1137.88,fan_in
177,25,66,4441,4997.56,fan_in
178,63,1322,4441,1029.93,fan_in
179,78,1394,4441,3696.58,fan_in
180,14,2079,4441,1239.96,fan_in
181,15,18,4441,3736.0,fan_in
182,53,793,4441,3352.59,fan_in
183,42,4644,4441,3789.13,fan_in
184,32,3418,4441,3377.18,fan_in
185,51,947,4441,3252.54,fan_in
186,18,2362,4441,4527.63,fan_in
187,83,1120,4441,2887.17,fan_in
188,66,4211,3497,1343.54,fan_in
189,28,636,3497,1978.51,fan_in
190,59,187,3497,4946.5,fan_in
191,1,2494,3497,1889.93,fan_in
192,11,2360,3497,1674.58,fan_in
193,73,2935,3497,2134.4,fan_in
194,66,1044,3497,2297.62,fan_in
195,37,1446,3497,4193.4,fan_in
196,1,4659,3497,4501.18,fan_in
197,86,3070,3497,1614.31,fan_in
198,8,1717,3497,1591.79,fan_in
199,69,579,3497,4653.52,fan_in
200,71,4512,3497,2345.52,fan_in
201,46,4047,3497,1628.1,fan_in
202,47,1480,3497,1991.79,fan_in
203,1,3813,3497,4656.08,fan_in
204,13,789,3497,4879.17,fan_in
205,71,3461,3497,1403.05,fan_in
206,66,4939,3497,2028.6,fan_in
207,53,4147,3497,3171.77,fan_in
208,30,4730,3497,2133.86,fan_in
209,28,4314,3497,3295.38,fan_in
210,89,4905,3497,2876.53,fan_in
211,16,2,3497,3603.25,fan_in
212,22,1300,3497,4722.38,fan_in
213,11,2187,3497,3022.9,fan_in
214,36,4919,3497,3615.62,fan_in
215,73,4796,3497,3840.0,fan_in
216,19,999,3497,4500.4,fan_in
217,64,4608,3497,3454.42,fan_in
218,74,472,3497,1398.04,fan_in
219,25,1673,3497,3425.0,fan_in
220,17,4247,3497,1965.17,fan_in
221,5,1134,3497,1242.83,fan_in
222,86,3897,3497,1641.35,fan_in
223,49,2647,3497,3441.63,fan_in
224,71,2298,2682,4287.52,fan_in
225,12,103,2682,3195.82,fan_in
226,27,3367,2682,3252.04,fan_in
227,4,3320,2682,3620.46,fan_in
228,42,631,2682,1840.35,fan_in
229,76,3264,2682,1392.32,fan_in
230,88,3233,2682,4316.88,fan_in
231,57,1999,2682,1979.42,fan_in
232,53,836,2682,3982.7,fan_in
233,6,4411,2682,4097.67,fan_in
234,7,3429,2682,3359.94,fan_in
235,48,3017,2682,1318.02,fan_in
236,9,4573,2682,4003.35,fan_in
237,23,3453,2682,4557.21,fan_in
238,26,87,2682,4048.29,fan_in
239,40,4921,2682,2114.42,fan_in
240,62,4931,2682,3835.78,fan_in
241,69,969,2682,1366.24,fan_in
242,85,4558,2682,2304.65,fan_in
243,39,2770,2682,2573.0,fan_in
244,21,1387,2682,3969.33,fan_in
245,53,3859,2682,3282.92,fan_in
246,42,2399,2682,2256.62,fan_in
247,37,3632,2682,2067.73,fan_in
248,12,3462,2682,4438.72,fan_in
249,0,2813,2682,2511.95,fan_in
250,54,885,2682,4159.62,fan_in
251,34,4053,2682,2015.56,fan_in
252,5,1280,2682,1920.41,fan_in
253,13,1658,2682,3824.39,fan_in
254,88,3893,2682,3471.14,fan_in
255,82,3136,2682,1737.24,fan_in
256,0,1242,2682,3542.17,fan_in
257,80,1480,2682,4697.12,fan_in
258,60,3795,1071,2789.54,fan_in
259,68,681,1071,3998.06,fan_in
260,18,4646,1071,2843.92,fan_in
261,87,3344,1071,3570.1,fan_in
262,61,294,1071,1994.7,fan_in
263,82,1375,1071,4546.23,fan_in
264,43,4074,1071,3593.79,fan_in
265,8,655,1071,4131.35,fan_in
266,54,4133,1071,2982.14,fan_in
267,55,3116,1071,3469.39,fan_in
268,17,1700,1071,1862.28,fan_in
269,13,2541,1071,2079.6,fan_in
270,20,1672,1071,2767.6,fan_in
271,53,2160,1071,1977.9,fan_in
272,14,1298,1071,2495.69,fan_in
273,79,4310,1071,2784.13,fan_in
274,82,4726,1071,1727.77,fan_in
275,36,1592,1071,3926.51,fan_in
276,5,2391,1071,1065.03,fan_in
277,40,4779,1071,4856.05,fan_in
278,6,4961,1071,3894.24,fan_in
279,73,4873,1071,4476.37,fan_in
280,1,26,1071,2349.96,fan_in
281,81,909,1071,3443.83,fan_in
282,7,2696,1071,2069.2,fan_in
283,21,1557,2824,1455.63,fan_in
284,19,2280,2824,3637.26,fan_in
285,27,3049,2824,4043.81,fan_in
286,70,285,2824,2265.1,fan_in
287,83,2284,2824,2814.46,fan_in
288,18,4801,2824,3187.25,fan_in
289,71,3218,2824,4499.29,fan_in
290,82,2986,2824,4664.23,fan_in
291,16,4451,2824,4858.32,fan_in
292,76,960,2824,2862.0,fan_in
293,81,3016,2824,1334.25,fan_in
294,4,2493,2824,2561.1,fan_in
295,55,4550,2824,1679.76,fan_in
296,23,956,2824,4812.82,fan_in
297,19,2125,2824,4837.52,fan_in
298,17,1776,2824,4043.36,fan_in
299,26,3832,2824,3704.08,fan_in
300,57,3604,2824,2325.9,fan_in
301,63,3697,2824,1746.77,fan_in
302,58,4824,2824,4750.82,fan_in
303,25,317,2824,2020.75,fan_in
304,27,3295,2824,3844.65,fan_in
305,53,340,2824,2805.2,fan_in
306,59,2845,2824,3529.78,fan_in
307,13,4341,2824,3693.31,fan_in
308,14,833,2824,2082.44,fan_in
309,89,1239,2824,1648.72,fan_in
310,24,1966,2824,2329.51,fan_in
311,72,2107,2824,2816.72,fan_in
312,29,2248,2824,1761.68,fan_in
313,61,3205,2824,3166.95,fan_in
314,17,226,2824,1515.51,fan_in
315,56,4674,2824,4775.79,fan_in
316,62,3981,2824,2707.18,fan_in
317,81,4152,4904,1393.27,fan_in
318,62,2528,4904,3885.48,fan_in
319,3,2746,4904,4044.09,fan_in
320,51,2841,4904,1227.27,fan_in
321,75,2585,4904,4107.63,fan_in
322,3,1715,4904,2213.35,fan_in
323,33,4008,4904,1692.1,fan_in
324,41,3306,4904,1254.65,fan_in
325,89,27,4904,4308.03,fan_in
326,36,574,4904,3940.32,fan_in
327,57,1756,4904,3846.87,fan_in
328,13,934,4904,1735.17,fan_in
329,77,1493,4904,1003.3,fan_in
330,14,3015,4904,2415.43,fan_in
331,53,492,4904,1495.15,fan_in
332,35,3371,4904,2327.0,fan_in
333,16,2923,4904,1280.93,fan_in
334,76,3501,4904,4664.11,fan_in
335,5,1964,4904,2248.41,fan_in
336,88,4936,2816,4857.47,fan_in
337,84,3098,2816,3859.7,fan_in
338,12,2902,2816,3403.22,fan_in
339,5,4258,2816,1384.76,fan_in
340,62,1901,2816,1754.24,fan_in
341,48,3853,2816,3416.54,fan_in
342,6,4488,2816,4946.36,fan_in
343,59,517,2816,3843.05,fan_in
344,60,3971,2816,4938.34,fan_in
345,43,661,2816,1160.73,fan_in
346,61,3747,2816,4468.02,fan_in
347,66,4171,2816,1017.45,fan_in
348,32,1896,2816,3028.94,fan_in
349,56,1578,2816,2029.32,fan_in
350,84,2671,2816,2966.05,fan_in
351,74,2232,2816,1230.77,fan_in
352,15,2899,2816,1322.18,fan_in
353,84,3359,2816,4456.3,fan_in
354,65,3416,2816,1573.2,fan_in
355,51,2566,2816,1780.12,fan_in
356,25,4312,2816,1107.42,fan_in
357,22,1294,2816,3799.69,fan_in
358,49,3415,2816,3591.51,fan_in
359,68,867,2816,3220.04,fan_in
360,34,4867,2816,1376.4,fan_in
361,50,4941,2816,4727.18,fan_in
362,13,2011,2816,4046.03,fan_in
363,27,166,2816,4666.72,fan_in
364,83,2312,2816,3597.57,fan_in
365,47,221,2816,2666.82,fan_in
366,83,4343,2816,1014.46,fan_in
367,21,211,2816,1437.95,fan_in
368,5,8,2816,1381.41,fan_in
369,56,3019,2816,3805.08,fan_in
370,31,419,2816,4162.6,fan_in
371,87,1284,2816,1585.74,fan_in
372,53,96,2816,3991.61,fan_in
373,22,1793,2816,1051.97,fan_in
374,31,1181,2816,2122.35,fan_in
375,6,468,2816,2096.98,fan_in
376,29,1551,2816,4247.48,fan_in
377,68,3881,3808,3782.21,fan_in
378,16,4168,3808,4231.34,fan_in
379,12,4029,3808,3708.7,fan_in
380,41,3234,3808,3592.38,fan_in
381,17,2579,3808,2934.05,fan_in
382,15,934,3808,1448.49,fan_in
383,39,4173,3808,3073.22,fan_in
384,32,4179,3808,1657.01,fan_in
385,8,2159,3808,1530.19,fan_in
386,40,4262,3808,2139.46,fan_in
387,85,1927,3808,2420.82,fan_in
388,28,3066,4981,4593.0,fan_in
389,85,2583,4981,4676.64,fan_in
390,50,2563,4981,2199.7,fan_in
391,11,2016,4981,3224.87,fan_in
392,10,4228,4981,2382.15,fan_in
393,25,1047,4981,4517.69,fan_in
394,72,3786,4981,2890.29,fan_in
395,10,834,4981,3212.05,fan_in
396,87,4324,4981,2083.68,fan_in
397,85,3695,4981,1149.24,fan_in
398,44,2564,4981,4216.0,fan_in
399,7,106,4981,2234.99,fan_in
400,9,2415,4981,3261.27,fan_in
401,17,3214,4981,1317.27,fan_in
402,3,411,4981,3784.47,fan_in
403,26,972,4981,2908.33,fan_in
404,6,870,4981,2354.78,fan_in
405,5,1720,4981,1755.12,fan_in
406,20,2302,4981,4053.65,fan_in
407,31,2038,4981,1560.72,fan_in
408,85,890,4981,4838.72,fan_in
409,28,1363,4981,3566.64,fan_in
410,53,1664,4981,3839.71,fan_in
411,51,108,4981,4279.24,fan_in
412,63,4622,4981,2933.87,fan_in
413,37,4418,4981,2295.31,fan_in
414,48,2477,4981,1421.03,fan_in
415,57,981,4981,1134.44,fan_in
416,59,3831,4981,2102.54,fan_in
417,9,3932,4981,1762.91,fan_in
418,8,4303,4981,3554.92,fan_in
419,2,2271,4981,2684.22,fan_in
420,56,1449,4981,1360.69,fan_in
421,11,4141,4981,2410.98,fan_in
422,39,297,4981,3881.84,fan_in
423,65,753,4981,2966.26,fan_in
424,52,4126,4981,2947.93,fan_in
425,0,1865,4981,4025.18,fan_in
426,86,1513,3899,2916.89,fan_in
427,44,509,3899,1105.92,fan_in
428,12,3927,3899,2276.7,fan_in
429,84,3225,3899,2023.76,fan_in
430,78,3639,3899,3874.76,fan_in
431,89,525,3899,1189.46,fan_in
432,82,3200,3899,1102.01,fan_in
433,5,3776,3899,3398.48,fan_in
434,28,1112,3899,4733.55,fan_in
435,6,3978,3899,4747.63,fan_in
436,47,4157,3899,3466.56,fan_in
437,49,811,3899,2167.58,fan_in
438,43,1296,3899,3949.84,fan_in
439,5,2847,3899,1407.14,fan_in
440,8,2733,3899,2244.89,fan_in
441,7,2962,3899,1049.86,fan_in
442,87,4038,3899,3830.72,fan_in
443,39,4898,3899,4205.4,fan_in
444,49,85,3899,4387.5,fan_in
445,54,1588,3899,2626.01,fan_in
446,8,2414,3899,3025.89,fan_in
447,76,1504,3899,1892.14,fan_in
448,6,2081,3899,2099.88,fan_in
449,84,4215,3899,1104.81,fan_in
450,7,3843,3899,2466.75,fan_in
451,21,4027,3899,2405.4,fan_in
452,30,4497,3899,4532.51,fan_in
453,47,4794,3899,2169.35,fan_in
454,81,901,3899,2360.56,fan_in
455,46,313,3899,4287.09,fan_in
456,33,1708,3899,1414.04,fan_in
457,14,3253,3899,3011.98,fan_in
458,40,4479,3899,4182.1,fan_in
459,60,1529,3899,3358.5,fan_in
460,79,4586,3899,2570.84,fan_in
461,69,504,3899,1131.47,fan_in
462,47,976,3899,1154.89,fan_in
463,10,4581,3899,2315.77,fan_in
464,18,474,3899,2425.27,fan_in
465,44,3308,3899,3242.4,fan_in
466,84,1212,3899,3711.77,fan_in
467,43,125,3899,3667.85,fan_in
468,77,4557,3899,2384.86,fan_in
469,28,513,3899,3340.59,fan_in
470,77,1547,3899,2258.8,fan_in
471,53,1511,3899,2321.27,fan_in
472,52,3045,3899,3589.64,fan_in
473,62,2767,3899,1540.2,fan_in
474,39,2036,3577,4570.82,fan_in
475,47,2586,3577,4420.66,fan_in
476,3,866,3577,1652.71,fan_in
477,32,1192,3577,2697.35,fan_in
478,45,4037,3577,1040.52,fan_in
479,59,1946,3577,2819.7,fan_in
480,82,2970,3577,4817.07,fan_in
481,2,566,3577,4465.1,fan_in
482,25,2604,3577,4689.56,fan_in
483,59,4453,3577,1810.71,fan_in
484,50,1200,3577,3740.99,fan_in
485,86,1,3577,4778.12,fan_in
486,49,4084,3577,2757.09,fan_in
487,12,3052,3577,1553.15,fan_in
488,24,3189,3577,3794.53,fan_in
489,21,2388,3577,1113.38,fan_in
490,87,1736,3577,3961.78,fan_in
491,77,2217,3577,1299.13,fan_in
492,83,2603,3577,1440.68,fan_in
493,6,1975,3577,3591.85,fan_in
494,62,3038,3577,1275.31,fan_in
495,47,587,3577,3093.7,fan_in
496,75,171,3577,4628.79,fan_in
497,4,100,3577,4250.03,fan_in
498,37,1560,2185,2006.84,fan_in
499,46,1550,2185,3023.9,fan_in
500,65,4338,2185,3635.38,fan_in
501,9,4516,2185,1535.91,fan_in
502,48,1228,2185,1217.53,fan_in
503,46,4243,2185,2198.05,fan_in
504,55,850,2185,3480.13,fan_in
505,20,1496,2185,4147.15,fan_in
506,64,4077,2185,4401.13,fan_in
507,5,4090,2185,4443.07,fan_in
508,44,2470,2185,3636.02,fan_in
509,30,4831,2185,2610.45,fan_in
510,31,2948,2185,3114.65,fan_in
511,13,2162,2185,1345.44,fan_in
512,78,3104,2185,4697.16,fan_in
513,79,3909,2185,4286.45,fan_in
514,65,1587,2185,3230.39,fan_in
515,50,4532,2185,4938.43,fan_in
516,40,876,2185,1303.79,fan_in
517,22,2595,2185,3247.76,fan_in
518,89,2395,2185,2289.36,fan_in
519,29,270,2185,1028.34,fan_in
520,53,1666,2185,2056.13,fan_in
521,53,667,2185,1751.43,fan_in
522,4,4894,2185,2457.45,fan_in
523,3,2056,2185,4515.88,fan_in
524,13,4130,2185,3716.3,fan_in
525,30,4398,2185,4026.19,fan_in
526,23,2016,2185,4286.56,fan_in
527,29,3040,2185,3767.52,fan_in
528,73,2511,2185,1003.97,fan_in
529,50,3047,2185,1140.36,fan_in
530,14,3719,2185,4129.14,fan_in
531,89,3885,2185,4750.26,fan_in
532,17,4024,2185,1081.77,fan_in
533,81,58,2185,4167.39,fan_in
534,23,4578,2185,4158.23,fan_in
535,40,4223,2185,1026.86,fan_in
536,34,1990,2185,4005.3,fan_in
537,25,277,2185,4172.08,fan_in
538,6,4062,2185,2205.02,fan_in
539,55,1378,2185,2241.45,fan_in
540,71,2033,2185,2756.85,fan_in
541,87,1946,2185,2788.5,fan_in
542,71,3452,2185,2638.01,fan_in
543,33,3112,889,2729.34,fan_in
544,49,2276,889,4306.86,fan_in
545,38,4865,889,4728.44,fan_in
546,81,4862,889,3257.18,fan_in
547,25,2732,889,3820.96,fan_in
548,39,2634,889,4353.29,fan_in
549,81,956,889,3799.92,fan_in
550,50,4485,889,3998.92,fan_in
551,19,1023,889,3984.53,fan_in
552,60,3666,889,1834.58,fan_in
553,55,2569,889,3353.07,fan_in
554,44,3474,889,1009.91,fan_in
555,86,3061,889,3440.1,fan_in
556,77,563,889,1516.55,fan_in
557,51,909,889,3868.23,fan_in
558,73,4156,889,4033.2,fan_in
559,30,2977,889,4416.81,fan_in
560,35,1602,889,2656.11,fan_in
561,87,785,889,1002.57,fan_in
562,51,1671,889,3579.49,fan_in
563,87,4916,889,3268.44,fan_in
564,64,2881,889,2986.24,fan_in
565,38,1503,889,3725.49,fan_in
566,72,1591,889,2112.3,fan_in
567,46,1007,889,3829.07,fan_in
568,86,1474,889,4951.76,fan_in
569,22,3324,889,4675.64,fan_in
570,87,2113,889,4021.49,fan_in
571,82,471,889,1688.68,fan_in
572,54,1820,889,3173.41,fan_in
573,72,652,889,3083.43,fan_in
574,68,2728,889,4472.96,fan_in
575,9,1351,1915,2523.76,fan_in
576,71,3304,1915,2729.3,fan_in
577,45,1541,1915,1434.35,fan_in
578,83,1053,1915,4350.47,fan_in
579,13,1990,1915,2937.54,fan_in
580,43,2745,1915,1065.97,fan_in
581,4,116,1915,2893.9,fan_in
582,0,3565,1915,3820.5,fan_in
583,14,2105,1915,4181.29,fan_in
584,54,3436,1915,3368.71,fan_in
585,20,2027,1915,1617.78,fan_in
586,20,4357,1915,4555.18,fan_in
587,27,2705,1915,3176.39,fan_in
588,48,4930,1915,1900.99,fan_in
589,79,541,1915,2320.1,fan_in
590,58,2229,1915,2920.32,fan_in
591,42,302,1915,4990.59,fan_in
592,14,3929,1915,4407.86,fan_in
593,10,1089,1915,4454.73,fan_in
594,58,250,1915,2376.15,fan_in
595,49,2042,1915,3076.9,fan_in
596,25,1341,1915,4196.43,fan_in
597,26,3655,1915,2993.12,fan_in
598,48,2962,1915,3490.77,fan_in
599,83,793,1915,3057.28,fan_in
600,46,3134,1915,3015.73,fan_in
601,63,1441,1915,4618.03,fan_in
602,79,3968,1915,4893.39,fan_in
603,16,1289,1915,4248.76,fan_in
604,70,4870,1915,2931.63,fan_in
605,77,581,1915,4348.81,fan_in
606,20,3733,1915,4047.79,fan_in
607,27,3207,1915,1561.8,fan_in
608,20,4559,1915,2782.93,fan_in
609,27,288,1915,2289.28,fan_in
610,53,2921,1915,4280.42,fan_in
611,34,4209,1915,2026.7,fan_in
612,65,4689,1915,1294.85,fan_in
613,67,2188,1915,4062.96,fan_in
614,56,4784,1915,2606.8,fan_in
615,71,4336,1915,3889.91,fan_in
616,35,2776,1915,4202.85,fan_in
617,82,538,1915,2561.79,fan_in
618,43,841,889,4117.43,fan_in
619,34,1227,889,4215.53,fan_in
620,26,2803,889,2312.28,fan_in
621,20,3713,889,1347.2,fan_in
622,72,2219,889,1177.59,fan_in
623,42,2252,889,4477.83,fan_in
624,89,2534,889,4531.39,fan_in
625,27,3199,889,2753.27,fan_in
626,85,3757,889,2147.34,fan_in
627,23,4630,889,3004.84,fan_in
628,11,831,889,1880.19,fan_in
629,39,872,889,1016.01,fan_in
630,84,1407,889,1572.79,fan_in
631,22,4283,889,1795.83,fan_in
632,22,1090,4045,3624.19,fan_in
633,20,4998,4045,2310.05,fan_in
634,46,2286,4045,4561.03,fan_in
635,55,32,4045,3410.23,fan_in
636,51,1880,4045,2462.01,fan_in
637,62,18,4045,1638.95,fan_in
638,75,3335,4045,4857.13,fan_in
639,28,2752,4045,3487.25,fan_in
640,22,3098,4045,2803.66,fan_in
641,24,4312,4045,4342.05,fan_in
642,36,3952,4045,3242.61,fan_in
643,60,4170,4045,4540.65,fan_in
644,18,313,4045,3570.92,fan_in
645,60,674,4045,1759.07,fan_in
646,18,4340,4045,4860.57,fan_in
647,9,106,4045,3395.43,fan_in
648,69,979,4045,3356.08,fan_in
649,37,2454,4045,1247.25,fan_in
650,51,3554,4045,1866.58,fan_in
651,23,877,2182,3137.51,fan_in
652,72,2171,2182,2106.29,fan_in
653,64,4428,2182,4263.33,fan_in
654,2,1883,2182,1705.84,fan_in
655,39,470,2182,4023.51,fan_in
656,4,4694,2182,2400.17,fan_in
657,21,3816,2182,1988.27,fan_in
658,35,1505,2182,4436.71,fan_in
659,68,4234,2182,1840.77,fan_in
660,26,1965,2182,2237.0,fan_in
661,48,4983,2182,2270.62,fan_in
662,18,3776,2182,1331.74,fan_in
663,45,1148,2182,2668.21,fan_in
664,14,3072,2182,4517.87,fan_in
665,48,2036,2182,1850.7,fan_in
666,5,3971,2182,4633.38,fan_in
667,42,2238,2182,3717.8,fan_in
668,80,2810,2182,1961.89,fan_in
669,22,235,2182,1844.88,fan_in
670,37,3086,2182,1514.35,fan_in
671,87,3262,2182,3303.29,fan_in
672,34,3428,2182,2439.73,fan_in
673,76,4362,2182,2185.02,fan_in
674,54,1843,2182,2383.4,fan_in
675,83,4029,2182,4513.26,fan_in
676,71,3591,2182,2288.14,fan_in
677,83,2846,2182,2112.65,fan_in
678,51,2784,2182,1213.34,fan_in
679,5,4105,2182,1684.01,fan_in
680,66,3784,2182,2702.85,fan_in
681,65,4466,2182,1737.89,fan_in
682,43,1314,2182,1378.22,fan_in
683,53,3735,2182,4809.14,fan_in
684,31,2738,2182,3460.54,fan_in
685,31,1897,2182,1155.64,fan_in
686,34,3016,2182,3401.09,fan_in
687,56,1053,2182,3170.18,fan_in
688,8,2364,2182,4007.8,fan_in
689,89,813,2182,2197.65,fan_in
690,38,4186,2182,1189.54,fan_in
691,43,3067,2182,2720.11,fan_in
692,2,959,2182,4533.38,fan_in
693,21,3805,2816,3296.22,fan_in
694,88,1923,2816,1243.32,fan_in
695,61,2754,2816,1612.4,fan_in
696,59,2719,2816,3680.37,fan_in
697,29,3554,2816,2756.14,fan_in
698,79,182,2816,4470.39,fan_in
699,66,189,2816,4033.49,fan_in
700,86,3281,2816,4017.44,fan_in
701,89,1323,2816,4408.72,fan_in
702,80,3468,2816,3921.06,fan_in
703,74,2927,2816,4207.21,fan_in
704,72,4698,2816,2900.83,fan_in
705,84,4490,2816,3553.15,fan_in
